Date,Adj Close_AAPL,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,Ticker,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,SMA_20,EMA_20,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,CCI_14_0.015,STOCHk_14_3_3,STOCHd_14_3_3,ADX_14,DMP_14,DMN_14,WILLR_14
2023-11-02,176.0471649169922,177.57000732421875,177.77999877929688,175.4600067138672,175.52000427246094,77334800,AAPL,56.660884685183596,-1.1828864277653963,0.2631879318037196,-1.446074359569116,174.97650222778321,173.83050401362055,165.6220257863938,172.16400146484375,178.7059771432937,7.59970217093941,0.9131783825781433,93.14068207495863,56.793086054186944,39.25982992772675,22.420057750599415,26.631307173565,25.899491172709943,-11.26020950391312
2023-11-03,175.1350555419922,176.64999389648438,176.82000732421875,173.35000610351562,174.24000549316406,79763700,AAPL,54.53538668692879,-0.8196139597358467,0.5011683198666153,-1.320782279602462,174.93450164794922,174.0990268596076,167.92697090400534,173.85,179.77302909599464,6.81395351854432,0.7363650297090242,70.44875366446155,75.30098350462804,56.18178968940776,21.32994833458419,24.254476645567358,28.05044924426267,-13.882386450674023
2023-11-06,177.6929168701172,179.22999572753906,179.42999267578125,176.2100067138672,176.3800048828125,63841300,AAPL,59.161896102927514,-0.3198463363267763,0.8007487546205487,-1.120595090947325,174.94650115966797,174.58769056131536,169.6956898545235,175.63800048828125,181.580311122039,6.766543250592554,0.8022389320117326,131.556137649816,91.1346457571834,74.40957177199947,20.06221972910919,28.135565373418935,26.133833966396004,-1.453466773862655
2023-11-07,180.2606964111328,181.82000732421875,182.44000244140625,178.97000122070312,179.17999267578125,70530000,AAPL,63.20936575725233,0.2819650781742098,1.1220481352972278,-0.840083057123018,175.11800155639648,175.27648263397282,172.61440749892304,177.8480010986328,183.08159469834257,5.885468003441053,0.8794721685885408,167.33598335160613,93.65569957267468,86.69710961149536,19.664306091421636,32.44155497252425,24.21376109993105,-3.6970480574392672
2023-11-08,181.321533203125,182.88999938964844,183.4499969482422,181.58999633789062,182.35000610351562,49340300,AAPL,64.76310863568932,0.8356119628098213,1.3405560159462715,-0.5049440531364502,175.27250137329102,176.00157946784668,174.83969709385823,179.6320007324219,184.42430437098554,5.335690321350061,0.8399198906147606,161.9741905922903,97.23329746148028,94.0078809304461,19.534854473468197,33.330915753422296,23.228603251516365,-3.1495927842571825
2023-11-09,180.8456573486328,182.41000366210938,184.1199951171875,181.80999755859375,182.9600067138672,53763500,AAPL,63.468198747532526,1.2215679886003272,1.381209633389422,-0.1596416447890947,175.3575012207031,176.61190558158597,175.91060018706372,180.6,185.28939981293627,5.193133790627102,0.6929888401833715,127.26338147973568,94.62837041876132,95.17245581763875,19.574788812350377,33.10762795574544,22.029827937674945,-9.268247902019533
2023-11-10,185.04489135742188,186.39999389648438,186.57000732421875,183.52999877929688,183.97000122070312,66133400,AAPL,69.01434898744971,1.828324004841022,1.5903725197040934,0.23795148513692865,175.73500061035156,177.54410446871915,177.94452766909595,182.55,187.15547233090408,5.04571057891434,0.9179803524873855,134.94127467872238,95.58956609778049,95.81707799267402,20.16559042769556,35.453759630013586,20.025516115360492,-0.8134610203817894
2023-11-13,183.45652770996094,184.8000030517578,186.02999877929688,184.2100067138672,185.82000732421875,43627500,AAPL,64.76803950631897,2.1552324515489545,1.5338247731296206,0.6214076784193339,176.03900070190429,178.23514242900856,180.27601583514647,183.66400146484375,187.05198709454103,3.689330083931334,0.6676514765819069,106.5991232707414,93.816458274497,94.67813159701292,20.713826438295516,33.714732167319596,19.043252940942406,-8.46891625410764
2023-11-14,186.07733154296875,187.44000244140625,188.11000061035156,186.3000030517578,187.6999969482422,60108400,AAPL,68.24035299048103,2.597394491288668,1.5807894502954671,1.0166050409932008,176.5535011291504,179.11179576352265,180.9006817985216,184.78800048828126,188.67531917804092,4.207328051050793,0.8411094078948482,113.22622867930498,95.91063048656132,95.10555161961292,21.672102028572837,35.86813645442566,17.635271055239706,-2.9857312658265744
2023-11-15,186.6431884765625,188.00999450683594,189.5,187.77999877929688,187.85000610351562,53790500,AAPL,68.95184108312328,2.9596872570872392,1.5544657728752305,1.4052214842120088,177.16200103759766,179.95924326288582,181.76972039915074,185.81199951171874,189.85427862428674,4.3509344102537995,0.7718757084689344,109.85140883942105,93.99092161993701,94.57267012699843,22.839376818292255,37.36047347708765,16.802631661695152,-6.572587620254677
2023-11-16,188.33084106445312,189.7100067138672,190.9600067138672,188.64999389648438,189.57000732421875,54412900,AAPL,71.0359444455474,3.3454197453012853,1.552158608871421,1.7932611364298643,177.87450103759767,180.88788740107452,183.99933747450194,187.27200012207032,190.5446627696387,3.4950901847955356,0.8724805845185915,111.67046386356778,95.00701410762314,94.96952207137382,24.2000875765625,38.18383645533084,15.662199742573844,-5.420638791049326
2023-11-17,188.31097412109375,189.69000244140625,190.3800048828125,188.57000732421875,190.25,50922700,AAPL,70.97557075841117,3.6079115847564083,1.4517203586612348,2.1561912260951734,178.71500091552736,181.7261840715823,184.31786560774216,187.93000183105468,191.5421380543672,3.8441293972420185,0.7436232331151613,99.05184538769645,94.16646201647195,94.38813258134401,25.425715372262037,36.54491596875508,15.179627524442251,-5.507387539280106
2023-11-20,190.0581817626953,191.4499969482422,191.91000366210938,189.8800048828125,189.88999938964844,46505100,AAPL,73.13864161867134,3.9128502049915994,1.4053271831171408,2.5075230218744586,179.63750076293945,182.65226148840708,186.42332655481735,189.26000061035157,192.09667466588579,2.997647729458018,0.8860148002584294,108.6256392172132,95.65362785550714,94.94236799320073,26.85857727042281,38.281853038852574,14.36520449977253,-2.1110901031490936
2023-11-21,189.25405883789062,190.63999938964844,191.52000427246094,189.74000549316406,191.41000366210938,38134500,AAPL,70.5333366452443,4.042556154006064,1.2280265057052842,2.81452964830078,180.49750061035155,183.41299843138245,187.60175600532568,189.9,192.19824399467433,2.42047814078391,0.6609923470621958,92.5586697228294,95.1796086746519,94.99989951554365,28.116933985166437,36.58686998779477,14.077404958026676,-6.84269633361505
2023-11-22,189.919189453125,191.30999755859375,192.92999267578125,190.8300018310547,191.49000549316406,39617700,AAPL,71.43959218071682,4.1515557554118345,1.0696208856888432,3.0819348697229914,181.50800018310548,184.16509358635494,189.0525855655683,190.56000061035155,192.0674156551348,1.582089672496945,0.7487692261125215,97.70920724919398,94.2574947012592,95.03024374380607,29.56101714326443,38.030953520060486,13.263754150953774,-8.2737294594582
2023-11-24,188.5889434814453,189.97000122070312,190.89999389648438,189.25,190.8699951171875,24048300,AAPL,67.0012834199675,4.082748832061412,0.8006511698707364,3.282097662190676,182.6620002746582,184.71794193248334,189.21129529638804,190.61199951171875,192.01270372704946,1.4696915397968853,0.27083017099936063,62.6537345097685,89.06008705564938,92.83239681052015,30.08130194418371,36.01440410426119,16.627349259673238,-17.703313039978607
2023-11-27,188.4102325439453,189.7899932861328,190.6699981689453,188.89999389648438,189.9199981689453,40552600,AAPL,66.40445637977092,3.9679536143474934,0.548684761725454,3.4192688526220394,183.7404998779297,185.2009944423547,189.28260333445155,190.63199768066406,191.98139202687656,1.415706033226316,0.1880065501628227,50.80642508414981,83.84337047620357,89.05365074437071,30.38701202272694,34.33003157474255,16.7745306904921,-22.492846071952442
2023-11-28,189.0157928466797,190.39999389648438,191.0800018310547,189.39999389648438,189.77999877929688,38415400,AAPL,67.46219161302373,3.8814565139518606,0.3697501290638572,3.5117063848880035,184.74599990844726,185.6961372475099,189.34857896002626,190.4219970703125,191.49541518059874,1.1274097812238424,0.4897508838274316,55.86208489831525,79.16447960134866,84.0226457110672,30.775665441493253,33.87719603654868,16.009193072383876,-22.31040208402294
2023-11-29,187.99330139160156,189.3699951171875,192.08999633789062,188.97000122070312,190.89999389648438,43014200,AAPL,63.809032553394104,3.6872898629976874,0.14046678248774702,3.5468230805099403,185.6759994506836,186.0460284731935,188.84833444791394,190.16799621582032,191.4876579837267,1.3878904906887772,0.19764938333447468,45.810510656401235,74.3941237507782,79.13399127611014,31.393206276478885,33.75130513084457,14.6705173816939,-32.01438059168999
