Date,Adj Close_AAPL,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,Ticker,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,SMA_20,EMA_20,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,CCI_14_0.015,STOCHk_14_3_3,STOCHd_14_3_3,ADX_14,DMP_14,DMN_14,WILLR_14
2023-08-28,178.6446990966797,180.19000244140625,180.58999633789062,178.5500030517578,180.08999633789062,43820700,AAPL,46.19636074912488,-4.420700957190945,1.43920860305235,-5.859909560243295,180.26450119018554,181.04150519490804,175.17016113372514,178.70599975585938,182.24183837799362,3.957157148573355,0.7098515860222042,107.45426176874209,64.91061512430983,54.20473936824866,39.49586341510104,20.933296412025243,28.035694524459636,-14.181450778850902
2023-08-29,182.54098510742188,184.1199951171875,184.89999389648438,179.5,179.6999969482422,53003900,AAPL,53.77852672854308,-3.674960356555573,1.7479593629501782,-5.422919719505751,179.69000091552735,181.33469471131562,174.92523753303556,180.08399963378906,185.24276173454257,5.729284235405854,0.8911786785834654,205.14123913408577,83.04458683391199,68.02024512430124,36.55504344456523,28.25172680992344,24.551118586426362,-6.027817248108869
2023-08-30,186.04071044921875,187.64999389648438,187.85000610351562,184.74000549316406,184.94000244140625,60813900,AAPL,59.32342418763114,-2.767215420882451,2.1245634388986403,-4.891778859781091,179.44350051879883,181.9361517765698,173.34468578506068,181.38999938964844,189.4353129942362,8.8707355771091,0.8890460219764608,237.68111427479946,92.84400062052059,80.2664008595808,34.9352768665279,32.55416163715251,22.473302794069973,-1.2587301114784677
2023-08-31,186.25881958007812,187.8699951171875,189.1199951171875,187.47999572753906,187.83999633789062,60794500,AAPL,59.6483218263332,-2.0069340728103384,2.307875829576602,-4.314809902386941,179.27850036621095,182.5012797137715,176.13047597517658,183.68799743652343,191.24551889787028,8.228650283977846,0.7766778567585292,191.09984574853357,95.14302181108734,90.34386975517332,33.86531285495456,34.283515269920485,21.607424176218803,-7.2843872071506555
2023-09-01,187.83518981933594,189.4600067138672,189.9199981689453,188.27999877929688,189.49000549316406,45732600,AAPL,62.01005442675305,-1.2615624724738836,2.4425979439304455,-3.704160416404329,179.6520004272461,183.16401561854252,179.20183302585812,185.85799865722657,192.51416428859503,7.162635645985039,0.7705768047346555,156.87513324197377,96.2985606080985,94.76186101323549,33.13626324479392,34.51728693785223,20.541986486923555,-2.561200857075374
2023-09-05,188.07310485839844,189.6999969482422,189.97999572753906,187.61000061035156,188.27999877929688,45280000,AAPL,62.36807135437293,-0.644060573485433,2.448079874335117,-3.09214044782055,180.19449996948242,183.78649003089487,183.7672594703273,187.75999755859374,191.75273564686017,4.253023157417152,0.7429409776901691,120.46437778882807,96.20019622793465,95.88059288237349,32.15483579389376,32.52081112054453,20.98897522032808,-1.5538232519700101
2023-09-06,181.34136962890625,182.91000366210938,188.85000610351562,181.47000122070312,188.39999389648438,81755800,AAPL,48.45472786366875,-0.6945749538158168,1.918052395203787,-2.6126273490196037,180.35,183.7030151386296,182.62658197112208,187.51799926757812,192.40941656403416,5.217010970212252,0.02897132608095437,44.76763568790122,85.55027058772906,92.68300914125406,30.019458534530038,26.737407108646426,30.52391301992696,-39.23416412776746
2023-09-07,176.03724670410156,177.55999755859375,178.2100067138672,173.5399932861328,175.17999267578125,112488800,AAPL,40.742400997901676,-1.153017477103674,1.167687897532744,-2.320705374636418,180.31849975585936,183.11796584529287,176.17518475488407,185.5,194.82481524511593,10.05370915915464,0.07425416843701026,-70.72892444994163,63.42952077889306,81.72666253151893,29.96610200940131,21.951072536765334,40.20990923951055,-68.92345028358334
2023-09-08,176.6519012451172,178.17999267578125,180.24000549316406,177.7899932861328,178.35000610351562,65551300,AAPL,41.896570803972,-1.449597991959763,0.6968859061413242,-2.146483898101087,180.3289993286133,182.64768268629174,173.05955693476875,183.56199951171874,194.06444208866873,11.442937650370826,0.24377356522045962,-45.56874414463557,40.022073988977816,63.000621785199975,29.252345899173736,24.762298829143056,38.108611555594344,-71.77616362171574
2023-09-11,177.82179260253906,179.36000061035156,180.3000030517578,177.33999633789062,180.07000732421875,58953100,AAPL,44.12710148553758,-1.5713103208760515,0.4601388617800284,-2.03144918265608,180.40749969482422,182.33457010763078,172.58231498165918,181.54199829101563,190.50168160037208,9.870645243194788,0.37823243270298157,-48.219888980656606,31.567295080886392,45.00629661625242,28.697857452421587,23.313201028615858,36.76814225033618,-64.59850085204175
2023-09-12,174.7880859375,176.3000030517578,180.1300048828125,174.82000732421875,179.49000549316406,90370200,AAPL,39.85439114847902,-1.8928646821555333,0.1108676004004372,-2.0037322825559705,180.24949951171874,181.75984943564288,174.35791150486293,178.86199951171875,183.36608751857457,5.036383378416524,0.21559209588475664,-79.47113990272246,26.80457120086528,32.797980090243165,28.702567797167468,20.94522120842098,37.85388101962123,-83.21162192364666
2023-09-13,172.7159881591797,174.2100067138672,177.3000030517578,173.97999572753906,176.50999450683594,84267900,AAPL,37.20464457978901,-2.2899469843896725,-0.22897176146696152,-2.060975222922711,180.0875,181.04081679547377,173.603452583477,177.12200012207032,180.64054766066363,3.9730214611040644,0.08619382340826287,-97.19883111437541,18.75512802901768,25.70899810358978,28.868601448227718,19.60443416613772,37.05035300082024,-95.92449313725854
2023-09-14,174.23287963867188,175.74000549316406,176.10000610351562,173.5800018310547,174.0,60895800,AAPL,40.33215492938946,-2.4529039056333204,-0.31354294616848755,-2.139360959464833,180.04599990844727,180.53597762382523,173.12143033991097,176.75800170898438,180.3945730780578,4.114745962177921,0.360033516119374,-91.24294135077348,11.415317445879568,18.991672225254174,29.099015670455696,18.629611604475592,35.99730509382398,-86.61793260145608
2023-09-15,173.50909423828125,175.00999450683594,176.5,173.82000732421875,176.47999572753906,109205100,AAPL,39.32575341967182,-2.6108578809514142,-0.37719753718926485,-2.2336603437621494,180.09649963378905,180.00969351744533,172.5964525184811,176.1240020751953,179.6515516319095,4.005756756774281,0.34209894851242995,-85.66794977411675,8.79972873267917,12.99005806919214,29.151807805294762,18.43001415816743,34.05774109984541,-91.05838806324785
2023-09-18,176.4437255859375,177.97000122070312,179.3800048828125,176.1699981689453,176.47999572753906,67257600,AAPL,45.28726338181025,-2.4687317376476585,-0.1880571151084074,-2.280674622539251,180.270499420166,179.81543710823178,173.29977141292878,175.84600219726562,178.39223298160246,2.895978017720821,0.9170869028257967,-44.26822756109349,16.42339853896807,12.21281490584227,28.1296870188294,22.533565693206963,31.11385197041057,-73.05348371839185
2023-09-19,177.53428649902344,179.07000732421875,179.6300048828125,177.1300048828125,177.52000427246094,51826900,AAPL,47.357295834516094,-2.2414958765150175,0.031342996819387015,-2.2728388733344045,180.43199996948243,179.74444379546864,172.73856928256512,176.4000030517578,180.0614368209505,4.151285380781288,0.8646118489055256,-29.801027884682266,23.17522606641346,16.132784446020235,27.104809028708974,21.899857122225786,29.540707092686326,-66.36245001911989
2023-09-20,173.98500061035156,175.49000549316406,179.6999969482422,175.39999389648438,179.25999450683594,58436200,AAPL,41.81270144715924,-2.3235021612785545,-0.0405306303553199,-2.2829715309232346,180.34500045776366,179.33925919524916,173.49854132352556,176.6560028076172,179.81346429170884,3.5747004731338743,0.3153584263295332,-48.72313073455762,24.14848420721754,21.249036270866355,26.610517331838164,20.024476007367863,30.45631677121601,-88.13861364083563
2023-09-21,172.43836975097656,173.92999267578125,176.3000030517578,173.86000061035156,174.5500030517578,63047900,AAPL,39.635033227348465,-2.4857189092886927,-0.16219790269236656,-2.323521006596326,179.98550033569336,178.82409095529982,172.45745965049414,176.29400024414062,180.1305408377871,4.352434669737422,0.19190895930121302,-80.8296171237831,15.957065016292125,21.093591763307707,26.528545676868372,19.02869586330814,32.08034361380397,-97.62774129116809
2023-09-22,173.29098510742188,174.7899932861328,177.0800018310547,174.0500030517578,174.6699981689453,56725400,AAPL,41.44553429175166,-2.5158804847183376,-0.15388758249760892,-2.3619929022207287,179.90599975585937,178.43989117728393,172.35102672517453,176.25,180.14897327482547,4.424366836681379,0.31277036145720394,-67.63289119374585,7.2790167549646725,15.794855326158109,26.14408462663281,19.399431802254437,30.005839402806295,-92.39659480310225
2023-09-25,174.5699005126953,176.0800018310547,176.97000122070312,174.14999389648438,174.1999969482422,46172700,AAPL,44.151390381869625,-2.4079336814318992,-0.036752623368936366,-2.371181058062963,179.77949981689454,178.21513981097638,172.36673934581938,175.87200012207032,179.37726089832125,3.98614989744585,0.5296699336028914,-51.5826123447741,8.855389859395737,10.697157210217512,25.790440676740744,18.260960642345207,28.244922735907164,-83.40949432754245
2023-09-26,170.4852752685547,171.9600067138672,175.1999969482422,171.66000366210938,174.82000732421875,64588900,AAPL,38.09635247322234,-2.624579714627771,-0.2027189252518462,-2.4218607893759247,179.36800003051758,177.61941284934693,171.57603590671064,174.45,177.32396409328933,3.2948857475372257,0.06680160132360542,-154.62232346181074,9.222056219379207,8.452154277913204,26.09858516782768,16.615101863743647,30.776646848190524,-96.52774221121769
2023-09-27,168.9683837890625,170.42999267578125,173.0399932861328,169.0500030517578,172.6199951171875,66921800,AAPL,36.115511332018826,-2.8864592967837837,-0.3716788059262872,-2.5147804908574964,178.68349990844726,176.9347061661502,169.40982777471018,173.43799743652343,177.46616709833668,4.645083224381118,0.12662883973609118,-189.61502585601698,10.77644596566792,9.617964014814286,26.94997851546869,15.276568540993678,33.56705178129677,-87.73342556423611
2023-09-28,169.2261505126953,170.69000244140625,172.02999877929688,167.6199951171875,169.33999633789062,56294400,AAPL,36.717692933965424,-3.037999964784575,-0.41857557914166277,-2.6194243856429122,177.83550033569335,176.33997247807935,168.27401902083295,172.78999938964844,177.30597975846393,5.227131645080654,0.26749268411977095,-183.5955521938902,13.31674376766752,11.105081984238213,28.01454352440742,13.939860929512877,33.46724913763359,-75.78860092154363
2023-09-29,169.74169921875,171.2100067138672,173.07000732421875,170.33999633789062,172.02000427246094,51814200,AAPL,37.97687246983964,-3.0806255038505412,-0.36896089456610337,-2.711664609284438,177.00250091552735,175.85140431005914,167.93388238007194,172.07400207519532,176.2141217703187,4.8120223220172225,0.3956557509260144,-109.77820472958562,21.725028725969178,15.272739486434872,28.525225929323515,15.27127989220641,31.622581789089377,-71.30288733631272
2023-10-02,172.25991821289062,173.75,174.3000030517578,170.92999267578125,171.22000122070312,52164500,AAPL,43.853625151258754,-2.8762941910757434,-0.13170366543304413,-2.7445905256426992,176.21700057983398,175.65127056624397,169.2245769200059,171.60800170898438,173.99142649796286,2.7777548427145464,0.949353027819616,-49.83916659623052,34.551192527851946,23.197655007162883,28.455917203927566,16.720477299717636,29.463662985974494,-49.2549341585878
2023-10-03,170.9215087890625,172.39999389648438,173.6300048828125,170.82000732421875,172.25999450683594,49594600,AAPL,41.597620023183225,-2.7911200689135,-0.03722363461664058,-2.7538964342968595,175.35200042724608,175.341625169124,169.2358335391599,171.6959991455078,174.15616475185573,2.865722694287115,0.6430787320089468,-62.28287608937199,39.67056627531273,31.98226250971128,28.419658873156266,15.715867689700657,27.918946323355808,-60.430479679161266
2023-10-04,172.1707000732422,173.66000366210938,174.2100067138672,170.97000122070312,171.08999633789062,53020300,AAPL,44.469014280940854,-2.592066971170567,0.1294635705010343,-2.7215305416716014,174.8895004272461,175.1814707398845,169.85467897865524,172.34200134277344,174.82932370689164,2.8864958567715933,0.7649440093389719,-36.19995490116787,46.77154977316028,40.33110285877499,28.116603133157206,15.86179261296958,26.05471868943627,-49.999936842770076
2023-10-05,173.4099884033203,174.91000366210938,175.4499969482422,172.67999267578125,173.7899932861328,48527900,AAPL,47.24032474120763,-2.30685936500538,0.33173694133297715,-2.638596306338357,174.7570007324219,175.15561673247737,170.65028564694722,173.18600158691407,175.72171752688092,2.9283151256243882,0.8399438493922627,8.518186414591066,49.9724423953432,45.471519481272075,27.272194290716488,17.535783844167575,24.54569968351486,-39.652256292039034
2023-10-06,175.96783447265625,177.49000549316406,177.99000549316406,173.17999267578125,173.8000030517578,57224100,AAPL,52.50850169637478,-1.851305004820233,0.6298330412144995,-2.4811380460347325,174.722501373291,175.3779394715904,171.0046144150778,174.44200134277344,177.87938827046906,3.9410083594962457,0.943360642037753,75.02769831244194,64.01772612919864,53.58723943256737,25.465501755948235,20.982576152950905,22.14701082836909,-18.294628477594976
2023-10-09,177.45498657226562,178.99000549316406,179.0500030517578,175.8000030517578,176.80999755859375,42390800,AAPL,55.30293152794182,-1.3536335829678308,0.9020035704535214,-2.255637153421352,174.70400161743163,175.7219457593593,170.63337970594424,175.49000244140626,180.3466251768683,5.534928107467074,0.8603330176545858,137.14555539727223,78.72523447121608,64.23846766525264,23.783483227260632,21.754845325171324,20.676724076632564,-5.877411816717714
2023-10-10,176.86012268066406,178.38999938964844,179.72000122070312,177.9499969482422,178.10000610351562,43698000,AAPL,53.93582070449554,-0.9961577868343738,1.0075834932695829,-2.0037412801039567,174.80850143432616,175.97604610510112,172.57273666424547,176.68800354003906,180.80327041583266,4.658230092979729,0.706790458672399,148.04188964671405,88.27873819343348,77.00723293128273,22.46747987794568,22.358164436899507,19.90180727150134,-10.991745125386831
2023-10-11,178.258056640625,179.8000030517578,179.85000610351562,177.60000610351562,178.1999969482422,47551100,AAPL,56.64797393934565,-0.5922530072813572,1.1291906182580795,-1.7214436255394368,175.0880012512207,176.34023248097319,174.55206334442715,177.91600341796874,181.27994349151032,3.7814923996902703,0.7800287152270199,130.99239590225153,94.24066257601795,87.0815450802225,21.106679275544654,21.26704239139188,19.68968185062093,-0.40885532984157313
2023-10-12,179.16026306152344,180.7100067138672,182.33999633789062,179.0399932861328,180.07000732421875,56743100,AAPL,58.35228795740643,-0.19646118692449477,1.2199859508919537,-1.4164471378164485,175.33650131225585,176.75640145553453,176.8511392992802,179.0760040283203,181.30086875736043,2.4848273124167606,0.8672139398451961,139.51360344490115,92.50870046227136,91.67603374390758,20.719952075633945,25.14498234668613,18.280576153589237,-11.073298157957478
2023-10-13,177.31619262695312,178.85000610351562,181.92999267578125,178.13999938964844,181.4199981689453,51427100,AAPL,53.7049016639516,-0.032505123517097445,1.1071536114394809,-1.1396587349565783,175.52850189208985,176.95579237438986,177.7101293799334,179.34800415039064,180.98587892084788,1.826476718507355,0.3479743214018782,97.320395193784,88.26955856349541,91.67297386726158,19.972430933698877,23.100276526445295,18.725053528589843,-23.709170821714743
2023-10-16,177.18728637695312,178.72000122070312,179.0800018310547,176.50999450683594,176.75,52517000,AAPL,53.38486459084426,0.08595015059216848,0.9804871084389976,-0.8945369578468291,175.56600189208984,177.12381226451492,177.59578390269482,179.29400329589845,180.99222268910208,1.8943404263230907,0.3309988457638298,55.91679093287835,80.20839164222012,86.99555022266229,18.616438832261363,21.805411815809585,21.23061927435581,-24.5923560936674
2023-10-17,175.63075256347656,177.14999389648438,178.4199981689453,174.8000030517578,176.64999389648438,57549400,AAPL,49.54502474023312,0.0525347508758216,0.7576573669781206,-0.705122616102299,175.47000122070312,177.12630575327393,176.66659606934863,179.04600219726564,181.42540832518264,2.65787127187065,0.10157951210265337,22.057483589907978,72.14676908298692,80.20823976290082,17.795228825553593,19.966947987869986,23.118508666668056,-35.25816583565705
2023-10-18,174.3319854736328,175.83999633789062,177.5800018310547,175.11000061035156,175.5800018310547,54764400,AAPL,46.53722485293673,-0.07874532196217388,0.5011018353121001,-0.5798471572742739,175.48750076293945,177.003800094666,174.94938680151006,178.25400085449218,181.5586149074743,3.7077586333444,0.13475242828687833,-1.8970502281303145,61.99427046800295,71.44981039773666,17.034627890699063,18.886419043718792,21.867430245713557,-54.16666666666667
2023-10-19,173.9552764892578,175.4600067138672,177.83999633789062,175.19000244140625,176.0399932861328,59302900,AAPL,45.67110822925986,-0.21101525989735137,0.295065517901538,-0.5060807777988894,175.56400146484376,176.85677215363754,174.38797087943567,177.2040008544922,180.02003082954872,3.178291642939658,0.19034524559881497,-12.945742450850483,50.28432612972572,61.47512189357186,16.214672017292788,18.352373955061733,20.58061706879864,-59.7221891084991
2023-10-20,171.3973846435547,172.8800048828125,175.4199981689453,172.63999938964844,175.30999755859375,64189300,AAPL,40.20044796939538,-0.5180529327238901,-0.00957772394000056,-0.5084752087838895,175.46850204467773,176.47803241355896,172.13475032230346,176.01000061035157,179.88525089839968,4.403443298232902,0.09615566803614256,-95.27185029537445,34.66436151002109,48.98098603591658,16.379456947317884,17.192910166803728,24.993261608623502,-82.11805969477095
2023-10-23,171.51634216308594,173.0,174.00999450683594,169.92999267578125,170.91000366210938,55980100,AAPL,40.55708508292352,-0.7431335168126623,-0.18772664642301817,-0.5554068703896441,175.314501953125,176.14679123131526,171.52602748404402,174.86600036621093,178.20597324837783,3.8200369141768076,0.2206563597905166,-138.15421396556167,27.632639113065363,37.52710891760405,17.323419442522663,15.652154186680253,28.70590355100272,-75.26183385753386
2023-10-24,171.9525909423828,173.44000244140625,173.6699981689453,171.4499969482422,173.0500030517578,43816600,AAPL,41.9247997890006,-0.8759100358946625,-0.25640253240401467,-0.6195075034906479,175.38850173950195,175.8890018227525,171.59286638023485,174.1240020751953,176.65513777015576,2.907279484499082,0.36488285966830725,-120.25546863044734,23.634606338983303,28.64386898735658,18.19829536502396,14.871229960290401,27.273695865336986,-71.71628743074528
2023-10-25,169.6326446533203,171.10000610351562,173.05999755859375,170.64999389648438,171.8800048828125,57157000,AAPL,37.043333889944044,-1.1566217169912818,-0.4296913708005071,-0.7269303461907747,175.42200241088867,175.432906992349,170.38821297078152,173.1760040283203,175.9637950858591,3.219604324722589,0.12766256832793482,-140.7083018922164,20.816621623947807,24.027955691998823,19.23310396913704,13.930553746815418,27.362262714519545,-90.57201383987744
2023-10-26,165.458740234375,166.88999938964844,171.3800048828125,165.6699981689453,170.3699951171875,70625300,AAPL,30.224748901015275,-1.6992126384211588,-0.7778258337843071,-0.9213868046368516,175.23200225830078,174.61929674447276,166.61862319216957,171.46200256347657,176.30538193478358,5.649507528076318,0.02801517047028677,-176.42720841350737,15.010081049583816,19.82043633750497,21.29993363872599,12.226059475301545,34.68566484630108,-92.68145558062582
2023-10-27,166.77734375,168.22000122070312,168.9600067138672,166.8300018310547,166.91000366210938,58499100,AAPL,34.33681663112062,-1.9988582269396602,-0.8619771378422467,-1.1368810890974135,175.08250198364257,174.00984002792325,165.35470512684682,170.53000183105468,175.70529853526253,6.069661231030839,0.276824330818234,-136.4966911187519,10.681163726166028,15.502622133232547,23.216228217453722,11.653259177760726,33.0606147486389,-84.70303940099863
2023-10-30,168.82955932617188,170.2899932861328,171.1699981689453,168.8699951171875,169.02000427246094,51131000,AAPL,40.23980567990223,-2.0457167058650327,-0.7270684934140954,-1.3186482124509373,174.9095016479492,173.65556890965752,165.43014960525034,169.98800048828124,174.54585137131215,5.362556027412207,0.5331288589295342,-81.92964600115246,16.776645293375495,14.155963356375109,23.876391709630568,15.785155607698087,30.901285216832175,-72.28556913824904
2023-10-31,169.30548095703125,170.77000427246094,170.89999389648438,167.89999389648438,169.35000610351562,44846000,AAPL,41.55196668262223,-2.0208247037676585,-0.5617411930533769,-1.4590835107142817,174.82800216674804,173.3807532299245,166.19984164147382,169.4540008544922,172.70816006751056,3.8407581958630415,0.7022032930509409,-76.25569300105572,24.53510421958501,17.33097107970884,24.718450469549744,14.731407938572795,30.996885176658026,-69.40607880199728
2023-11-01,172.47802734375,173.97000122070312,174.22999572753906,170.1199951171875,171.0,56934900,AAPL,49.51091517559654,-1.7230226697431021,-0.2111513272230563,-1.5118713425200458,174.84350204467773,173.43687208618914,165.18862042491227,170.0279998779297,174.8673793309471,5.692450015870104,0.907283762416641,-11.517130973794712,36.45129950940831,25.921016340789595,24.04975852713257,20.674990834149536,28.217716301413397,-48.95445353152874
