Date,Adj Close_MSFT,Close_MSFT,High_MSFT,Low_MSFT,Open_MSFT,Volume_MSFT,Ticker,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,SMA_20,EMA_20,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,CCI_14_0.015,STOCHk_14_3_3,STOCHd_14_3_3,ADX_14,DMP_14,DMN_14,WILLR_14
2023-09-28,309.4915771484375,313.6400146484375,315.4800109863281,309.45001220703125,310.989990234375,19683600,MSFT,35.65628446694665,-4.460766837241579,-1.78290210809336,-2.6778647291482187,326.6425018310547,323.141253990293,310.1789615352458,314.62401123046874,319.0690609256917,2.8256264853014477,0.38931545770019993,-96.86083645354189,10.053159541927778,9.030054448784123,24.595581968034487,13.300979951151763,28.65538632950035,-86.66028008961935
2023-09-29,311.57366943359375,315.75,319.4700012207031,314.9800109863281,317.75,24140300,MSFT,39.0608663199015,-4.490554247946648,-1.450151615038743,-3.0404026329079046,326.04200134277346,322.43732503883655,310.37646973743665,314.37200927734375,318.36754881725085,2.5419181237488444,0.6724411320289787,-57.28580318567672,14.447496732963549,11.12709836108032,24.374051668954113,17.17056889715196,26.644353495311403,-79.94271512433421
2023-10-02,317.54364013671875,321.79998779296875,321.8900146484375,315.17999267578125,316.2799987792969,20570000,MSFT,47.61920504207996,-3.9800974466616594,-0.7517558510030038,-3.2283415956586556,325.6990005493164,322.37662625351584,308.2117540704575,315.2240051269531,322.2362561834487,4.449059045278913,0.9688924150771945,-26.215548913526014,24.23854966405698,16.246401979649434,23.566034567751455,18.68266202268679,24.51211965090498,-60.68135579387549
2023-10-03,309.244873046875,313.3900146484375,321.3900146484375,311.2099914550781,320.8299865722656,21033500,MSFT,39.346868996314264,-4.205690717051596,-0.7818792971143518,-3.423811419937244,324.69100189208984,321.52075848160365,308.8404778659635,315.4740051269531,322.1075323879427,4.205435093341599,0.34291988285243624,-59.17192287275193,23.973241148987963,20.88642918200283,23.496634722117868,16.445790910014615,26.06574546768111,-87.45620563482642
2023-10-04,314.7412109375,318.9599914550781,320.0400085449219,314.0,314.0299987792969,20720100,MSFT,46.03358745164086,-3.8901808478296402,-0.37309554231391706,-3.517085305515723,323.9950012207031,321.27687590764884,310.23719773370834,316.7080017089844,323.17880568426045,4.086290172877872,0.6740115876402865,-26.18204352223098,28.62914377923309,25.613644864092677,23.432544186797585,15.213950825610391,24.113341337490283,-65.97500723359883
2023-10-05,315.1358947753906,319.3599853515625,319.9800109863281,314.8999938964844,319.0899963378906,16965600,MSFT,46.48981439659113,-3.5667456155535433,-0.03972824803025565,-3.5270173675232876,323.4675003051758,321.0943149023073,311.9585425477866,317.85199584960935,323.7454491514321,3.7083003276853685,0.6279376814173402,-8.493636041118242,31.290600970623775,27.964328632948277,23.37333281533574,14.330869465563278,22.713702117693025,-52.696984219703445
2023-10-06,322.9314270019531,327.260009765625,329.19000244140625,316.29998779296875,316.54998779296875,25645500,MSFT,54.6451345930604,-2.642493892100788,0.7076187803380001,-3.350112672438788,323.11700134277345,321.681523936909,311.1645700519965,320.15399780273435,329.1434255534722,5.615689832039358,0.8952427317916539,118.03468856501584,56.586349740392045,38.835364830082966,22.103144174707957,22.150392843716702,19.604262425846212,-11.5689593255216
2023-10-09,325.4575500488281,329.82000732421875,330.29998779296875,323.17999267578125,324.75,19891200,MSFT,56.935575084975056,-1.6840348289710505,1.33286227477419,-3.0168971037452406,322.71100158691405,322.45661759284326,309.795708334474,321.75800170898435,333.7202950834947,7.435584079322887,0.8369757521752971,185.62335834222645,77.81066305362499,55.229204588213605,21.13210741593574,21.656360479253845,18.128026695982616,-2.3020672938999898
2023-10-10,324.0464782714844,328.3900146484375,331.1000061035156,327.6700134277344,330.9599914550781,20557100,MSFT,55.25692270418357,-1.027987573259736,1.5911276243884038,-2.61911519764814,322.54200286865233,323.02170302670936,315.47011856346995,324.75800170898435,334.04588485449875,5.7198794774191715,0.6955242590022913,177.2737645314248,91.20389610134357,75.2003029651202,20.383484490411508,21.71906719170845,17.446456460538975,-12.51728507654769
2023-10-11,328.023193359375,332.4200134277344,332.82000732421875,329.1400146484375,331.2099914550781,20063200,MSFT,58.93176636831113,-0.1807940933908867,1.9506568834058027,-2.1314509767966894,322.36000366210936,323.91678020775936,318.65518812796233,327.45000610351565,336.24482407906896,5.371701213389526,0.7825531658548082,160.8532998969547,94.48969244183316,87.83475053226725,20.011898775211414,22.569219095475837,16.57944550604771,-1.711570304052823
2023-10-12,326.7798767089844,331.1600036621094,333.6300048828125,328.7200012207031,330.57000732421875,19313100,MSFT,57.34589118214432,0.38450821401653457,2.012767352650579,-1.6282591386340446,321.9830032348633,324.60661101293556,326.10557040498907,329.810009765625,333.51444912626096,2.2464080840168887,0.6822129835393781,120.5430975346804,91.85202757112516,92.51520537143396,19.818781255586526,22.22919428117555,15.65106756799017,-10.215061906024003
2023-10-13,323.3952331542969,327.7300109863281,333.8299865722656,326.3599853515625,332.3800048828125,21072400,MSFT,53.15266262088651,0.5494093728743792,1.7421348092067392,-1.19272543633236,321.8585037231445,324.9040776770682,326.4476184332026,329.9040100097656,333.36040158632863,2.0953922787787316,0.18551031107429133,82.65411696759429,87.68431100261957,91.34201033852598,19.03219612591506,20.361175662476843,16.990760133496373,-25.02043478206446
2023-10-16,328.24029541015625,332.6400146484375,336.1400146484375,330.6000061035156,331.04998779296875,22158000,MSFT,57.898541761004594,1.0640255658472029,1.8054008017436503,-0.7413752358964475,322.0375045776367,325.64083357910334,326.38669011180593,330.4680114746094,334.54933283741286,2.4700250681400924,0.7660906824960423,103.35893331211506,83.88365961546596,87.80666606307022,18.76535272286103,21.0182783470925,15.419697404699125,-13.113524465513649
2023-10-17,327.6679382324219,332.05999755859375,333.4599914550781,327.4100036621094,329.5899963378906,18338500,MSFT,57.161856895972726,1.4088200737917305,1.7201562477505423,-0.31133617395881186,322.2080047607422,326.252182529531,327.5860352632754,331.20200805664064,334.8179808500059,2.183545211324237,0.6186388215541047,72.42402270680209,82.19311797200923,84.58702953003159,17.73093184455713,19.61328564875838,17.913578027357655,-15.286686836394237
2023-10-18,325.74371337890625,330.1099853515625,335.5899963378906,328.29998779296875,332.489990234375,23153600,MSFT,54.64451656718375,1.5073467620900374,1.4549463488390795,0.05240041325095798,322.67500457763674,326.6195923221054,327.27754035614964,330.74000244140626,334.2024645266629,2.093766741064245,0.4090218066897521,67.58038135379978,82.47065601755253,82.84914453500924,17.21118973775958,20.379938955811326,16.483727690951785,-24.18782064543454
2023-10-19,326.9377136230469,331.32000732421875,336.8800048828125,330.9100036621094,332.1499938964844,25052100,MSFT,55.94112725334589,1.6638882648479694,1.289190281277609,0.37469798357036027,323.26450500488284,327.0672508937352,327.2916941048958,330.7720031738281,334.25231224276047,2.104355287350823,0.578729236331694,79.29942128299628,79.6219962072477,81.42859006560316,16.98661592966457,20.281970436319124,15.265143080628073,-21.659503896428124
2023-10-20,322.3492431640625,326.6700134277344,331.9200134277344,325.45001220703125,331.7200012207031,25012600,MSFT,50.02288983908439,1.3966333676897875,0.8175483072955417,0.5790850603942458,323.7475051879883,327.0294187541161,326.3184404160862,330.56000366210935,334.8015669081325,2.566289447624014,0.04144380164291895,11.590977309469524,71.45955807787685,77.85073676755903,15.998807936024061,18.847924953304208,20.152599429307177,-39.77400122450678
2023-10-23,324.9642028808594,329.32000732421875,332.7300109863281,324.3900146484375,325.4700012207031,24374700,MSFT,53.07000489368927,1.3827251024826523,0.6429120336707252,0.7398130688119271,324.3365051269531,327.24757004650684,326.15485489188654,329.8960021972656,333.63714950264466,2.2680767759907505,0.42301895300691833,12.466197093225356,68.50818485301915,73.19657971271457,15.300153746031194,17.163312272672073,19.487368635571563,-33.041940320007676
2023-10-24,326.158203125,330.5299987792969,331.8399963378906,327.6000061035156,331.29998779296875,31153600,MSFT,54.43603825027041,1.452594297355347,0.5702249828347359,0.8823693145206111,325.2560043334961,327.56018230677256,326.39674386247106,329.5900024414062,332.7832610203414,1.9377156802581488,0.6471845005117155,24.679510274894884,66.09804840603694,68.68859711231097,14.652632544622861,16.36260697802221,18.578241131660775,-28.88991323737471
2023-10-25,336.1640625,340.6700134277344,346.20001220703125,337.6199951171875,345.0199890136719,55053800,MSFT,63.91530589920314,2.2996713958077635,1.1338416650297218,1.1658297307780416,326.6500045776367,328.8087376516261,322.19666016921144,331.70200805664064,341.20735594406983,5.73125736748997,0.971734726456141,284.61691322735925,73.19106078307456,69.26576468071022,15.65154967776379,28.15112250480849,15.668873706978232,-18.494964093393918
2023-10-26,323.5531005859375,327.8900146484375,341.6300048828125,326.94000244140625,340.5400085449219,37828500,MSFT,49.841253167467016,1.9176416256393054,0.601449515889011,1.3161921097502944,327.36250457763674,328.72124022275096,321.0171316920577,331.01600952148436,341.014887350911,6.041325822204787,0.3436827148819102,27.625529077829558,57.691889972361245,65.66033305382425,14.651055486621754,24.308029353465674,23.454899733569754,-79.53945275214764
2023-10-27,325.44769287109375,329.80999755859375,336.7200012207031,328.3999938964844,330.42999267578125,29856500,MSFT,51.566730749308405,1.7496381161963086,0.34675680515681107,1.4028813110394975,328.0655044555664,328.8249313975931,322.45414976339623,331.6440063476563,340.8338629319163,5.542000704590745,0.4002155924716101,3.4740326581281753,42.27216445492177,57.718371736785855,13.723431104823824,22.334330070780222,21.55047062060237,-75.14908978969315
2023-10-30,332.8484802246094,337.30999755859375,339.45001220703125,331.8299865722656,333.4100036621094,22828100,MSFT,57.689641541749765,2.196363137388232,0.6347854610789878,1.5615776763092444,328.8410049438477,329.633032936736,323.46442489031915,333.24200439453125,343.01958389874335,5.868155499770818,0.7080265960665441,122.79712801288385,34.85008899287907,44.9380478067207,13.273941492631705,22.855906271289964,19.672482925910217,-40.761190479522014
2023-10-31,333.6379089355469,338.1099853515625,339.0,334.69000244140625,338.8500061035156,20265300,MSFT,58.29526995432835,2.585148284058789,0.8188564861996357,1.7662917978591535,330.0770034790039,330.44036173814806,324.78394130991734,334.75800170898435,344.73206210805137,5.958967581445762,0.6680350583645802,119.20722552841245,48.99883862481985,42.040364024206895,12.857102202191644,21.935524475865435,18.88029402992444,-37.093203856325296
2023-11-01,341.4926452636719,346.07000732421875,347.4200134277344,339.6499938964844,339.7900085449219,28158800,MSFT,63.8413632946541,3.4952791599350235,1.383189889660696,2.1120892702743275,331.43250427246096,331.92889941301195,322.82938941052697,335.83800048828124,348.8466115660355,7.74695600786141,0.893278220663966,199.1898032578859,72.09455320506844,51.981160274255785,13.61498227972753,27.803119529267857,17.263151478106774,-5.861946048947386
2023-11-02,343.7129211425781,348.32000732421875,348.8299865722656,344.7699890136719,347.239990234375,24348100,MSFT,65.24816391186553,4.347999599325931,1.7887282632412824,2.5592713360846484,332.88050537109376,333.4899573093174,326.63692114119783,339.9239990234375,353.21107690567715,7.817675668921231,0.8159463794520199,177.42680374799318,84.9860631877388,68.69315167254236,14.483624063987374,28.07091945530312,16.595589341256854,-2.086660531510931
2023-11-03,348.1335754394531,352.79998779296875,354.3900146484375,347.3299865722656,349.6300048828125,23624000,MSFT,67.92411081983138,5.32391292001023,2.211713267140465,3.112199652869765,334.1575042724609,335.32900783156987,332.57299947962633,344.5219970703125,356.4709946609987,6.9365658461845925,0.8463885007855647,171.77786763779991,95.58376796710417,84.2214614533038,15.894267087308956,31.49333942054439,15.474949173206358,-5.300089518229168
2023-11-06,351.81427001953125,356.5299987792969,357.5400085449219,353.3500061035156,353.45001220703125,23828300,MSFT,69.99569230861522,6.325396735182096,2.570557665849865,3.754839069332231,335.49300384521484,337.3481498265915,335.8194230257015,348.3659973144531,360.91257160320475,7.203099260819329,0.8253478310873676,163.0536931988238,96.52215425532934,92.3639951367241,17.508863420741786,33.12085418436612,14.754574092232616,-3.046787184271893
2023-11-07,355.7613830566406,360.5299987792969,362.4599914550781,357.6300048828125,359.3999938964844,25833900,MSFT,72.07826550299464,7.357039077722163,2.8817600067119455,4.475279071010218,337.1000030517578,339.5559449649444,342.30423657338133,352.85,363.3957634266187,5.9774767899213215,0.8641272077046444,154.16453497979913,95.52784361068889,95.87792194437412,19.440819987924773,36.0626232816202,13.883817174168694,-5.069592465432226
2023-11-08,358.39605712890625,363.20001220703125,363.8699951171875,360.54998779296875,361.67999267578125,26767800,MSFT,73.40520595136897,8.294457493289599,3.055342737823505,5.239114755466094,338.63900299072264,341.8077608927622,345.63707447591315,356.2760009765625,366.91492747721185,5.972294777918104,0.8254092990512785,137.18249131109192,96.72886699821976,96.25962162141265,21.35051458714408,36.2752736793207,13.403994236403765,-1.6970193556366309
2023-11-09,355.9192810058594,360.69000244140625,364.7900085449219,360.3599853515625,362.29998779296875,24847300,MSFT,70.03563386205833,8.734149689501521,2.7960279472283416,5.93812174227318,340.1155029296875,343.6060696116807,351.4252111591701,358.75,366.0747888408299,4.083505973981832,0.6324271923439123,112.22628063687947,94.36161889550772,95.53944316813879,23.20074124455493,35.54575819334445,12.773436905574876,-10.148531492407997
2023-11-10,364.7804870605469,369.6700134277344,370.1000061035156,361.07000732421875,361.489990234375,28042100,MSFT,74.53875532383493,9.69545756077639,3.0058686548025673,6.689588905973823,342.21250305175784,346.0883499751144,353.45266569325634,362.12400512695314,370.79534456064994,4.789154715472016,0.9351120353712294,120.96943959474233,95.7193911142164,95.6032923359813,25.34108988137337,37.57472595714659,11.532415935301898,-0.9962758093061685
2023-11-13,361.83001708984375,366.67999267578125,368.4700012207031,365.8999938964844,368.2200012207031,19986500,MSFT,70.72740967260967,10.099609279587753,2.728016298891143,7.37159298069661,343.914501953125,348.0494588037493,357.06317604057983,364.15400390625,371.2448317719202,3.8944115893866065,0.6781166330211359,103.65636892960985,93.64371951732515,94.57490984234977,27.327232382451015,36.06300459130486,11.068439176321606,-7.924034146310421
2023-11-14,365.3725280761719,370.2699890136719,371.95001220703125,367.3500061035156,371.010009765625,27683900,MSFT,72.54274870303506,10.587538575928818,2.5727564761857664,8.014782099743051,345.8250015258789,350.1656997761229,358.7183346531129,366.102001953125,373.48566925313713,4.033666716172457,0.7822436934922583,103.01871963994746,95.78237847894904,95.04849637016355,29.43379984712526,37.77457359860275,10.43635065995025,-3.732554607536298
2023-11-15,365.5208435058594,369.6700134277344,373.1300048828125,367.1099853515625,371.2799987792969,26860100,MSFT,71.74200349642688,10.801302353090648,2.229216202678076,8.572086150412572,347.8030029296875,352.02325345722875,360.2358258455873,367.3960021972656,374.5561785489439,3.897797640070001,0.6587957557732337,92.11162694566654,93.53604385211226,94.32071394946216,31.474959870677882,36.581650300292736,9.751297487081041,-7.735279689816488
2023-11-16,371.9479675292969,376.1700134277344,376.3500061035156,370.17999267578125,370.9599914550781,27182300,MSFT,74.9660032060487,11.364207849692264,2.2336973594237524,9.130510490268511,350.0455032348633,354.32294488299124,364.2841481427577,370.49200439453125,376.6998606463048,3.3511418212215367,0.9573244613694916,107.45738371798294,96.04262322102528,95.12034851736219,33.59691651155038,37.426975319902326,9.04203866202157,-0.4042960395713835
2023-11-17,365.6988830566406,369.8500061035156,374.3699951171875,367.0,373.6099853515625,40157000,MSFT,66.96588921239261,11.171563904075583,1.6328427310456561,9.538721173029927,352.20450286865236,355.8017126182793,364.3375675823563,370.5280029296875,376.71843827701866,3.3414129557737584,0.4452383565830986,76.78093081886269,92.08597641424024,93.88821449579258,34.708980386903804,33.793258482026495,11.531003762182321,-15.602495027891427
2023-11-20,373.20367431640625,377.44000244140625,378.8699951171875,371.0,371.2200012207031,52465100,MSFT,70.9722808345928,11.498790561625583,1.5680555108765244,9.930735050749059,354.6105026245117,357.86250212524374,365.8850152850914,372.6800048828125,379.4749944805336,3.6465544213233287,0.8502578988634615,110.33217901323412,93.44904293053514,93.85921418860022,36.111794610812204,35.2942854940458,10.455679750638675,-3.6460801409317622
2023-11-21,368.8826904296875,373.07000732421875,376.2200012207031,371.1199951171875,375.6700134277344,28423100,MSFT,66.00847754127898,11.275520776151268,1.075828580321767,10.1996921958295,356.7375030517578,359.3108359537175,366.88449066211575,373.24000854492186,379.595526427728,3.405593043244818,0.48662569881496,82.05930630286251,87.91422200644654,91.14974711707397,37.41385232962038,32.97400651498146,9.768313691299454,-17.008758811837243
2023-11-22,373.60906982421875,377.8500061035156,379.7900085449219,374.9700012207031,378.0,23345300,MSFT,68.59576969506438,11.35340878672173,0.9229732727137829,10.430435514007947,358.59650268554685,361.07647120607925,368.8351120625055,374.8760070800781,380.91690209765073,3.2228763129576334,0.7461554963946825,115.73539436724037,91.12285700117121,90.82870731271764,38.9024592335673,34.384755721374425,9.084448011817969,-5.976590043717389
2023-11-24,373.1937255859375,377.42999267578125,377.9700012207031,375.1400146484375,377.3299865722656,10176600,MSFT,68.10522861566676,11.251543236247244,0.6568861777914368,10.594657058455807,361.07350158691406,362.6339494412889,368.79419546681976,375.1280029296875,381.46181039255526,3.376877979463952,0.6817224283805012,99.23053329065422,89.3629073517006,89.46666211977278,40.284228999628155,33.32661808480103,8.804888185170034,-8.925929089343555
2023-11-27,374.36053466796875,378.6099853515625,380.6400146484375,376.20001220703125,376.7799987792969,22179200,MSFT,68.78069250178356,11.137641799199912,0.4343877925952828,10.703254006604629,363.5135009765625,364.15547667083877,372.97452569402054,376.8799987792969,380.78547186457325,2.0725287083029436,0.7214823319084769,110.88107897602164,92.09170203124398,90.85915546137193,41.77356182498275,34.65164074713681,8.369707114079947,-8.822374773207143
2023-11-28,378.4046325683594,382.70001220703125,383.0,378.1600036621094,378.3500061035156,20453100,MSFT,71.06784418297711,11.247748037286328,0.43559522454535937,10.812152812740969,365.7830017089844,365.92162291238094,371.79416321907496,377.9320007324219,384.06983824576884,3.248117386964838,0.8884113471757071,127.35420296680799,93.64222085784229,91.69894341359561,43.327906540285056,35.42534764358683,7.910711829933966,-1.3250335639224176
2023-11-29,374.5978088378906,378.8500061035156,384.29998779296875,377.44000244140625,383.760009765625,28963400,MSFT,66.15477541221453,10.898711149611586,0.0692466694964935,10.829464480115092,367.820002746582,367.1528975020128,375.3342409373752,379.08800048828124,382.84176003918725,1.9804159171859892,0.4682991969067157,100.70137223534117,89.02914134005609,91.5876880763808,44.86305530992738,34.15279522226256,7.299678975133401,-22.765167642702167
